Date,HF
01-Nov-2014,-86.3297471208535
01-Dec-2014,-200.748001641436
01-Jan-2015,-174.654526480573
01-Feb-2015,-190.167316723247
01-Mar-2015,-63.9590505818604
01-Apr-2015,45.9039032299057
01-May-2015,141.312404361167
01-Jun-2015,156.371622741458
01-Jul-2015,189.292126139162
01-Aug-2015,73.5700096462084
01-Sep-2015,-22.903042178789
01-Oct-2015,-98.3203876480283
01-Nov-2015,-107.408339564508
01-Dec-2015,-132.983617352874
01-Jan-2016,-178.20255596176
01-Feb-2016,-77.6079557893776
01-Mar-2016,-36.3286669885688
01-Apr-2016,73.7129596589582
01-May-2016,138.923670772507
01-Jun-2016,170.609944128707
01-Jul-2016,154.496136872665
01-Aug-2016,80.8199069132447
01-Sep-2016,3.4819671476454
01-Oct-2016,-91.372235844729
01-Nov-2016,-142.072853450247
01-Dec-2016,-194.179603124325
01-Jan-2017,-282.816952912704
01-Feb-2017,-59.4398295888788
01-Mar-2017,5.43223940152877
01-Apr-2017,39.0721574150055
01-May-2017,161.21973548859
01-Jun-2017,178.780115240647
01-Jul-2017,138.58906054591
01-Aug-2017,87.9070919700291
01-Sep-2017,-30.5670538890974
01-Oct-2017,-89.7058543781989
01-Nov-2017,-143.670607947549
01-Dec-2017,-192.825782926657
01-Jan-2018,-134.554221533975
01-Feb-2018,-158.256039133185
01-Mar-2018,-32.1771493127695
01-Apr-2018,122.809921159103
01-May-2018,141.04713020777
01-Jun-2018,107.239957394807
01-Jul-2018,164.228336620708
01-Aug-2018,89.9472851055884
01-Sep-2018,-21.5063534037398
01-Oct-2018,-49.5172904319914
01-Nov-2018,-114.846935513462
01-Dec-2018,-198.709019114377
01-Jan-2019,-236.428076642304
01-Feb-2019,-131.849556527119
01-Mar-2019,6.41103922957444
01-Apr-2019,79.7246773761252
01-May-2019,117.858167128129
01-Jun-2019,206.274335446565
01-Jul-2019,134.305314768916
01-Aug-2019,114.921251530704
01-Sep-2019,-12.9485663772218
01-Oct-2019,-23.8383989350451
01-Nov-2019,-133.171020824447
01-Dec-2019,-198.275036084322
01-Jan-2020,-146.368158483694
01-Feb-2020,-105.467755449619
01-Mar-2020,-24.7751714231468
01-Apr-2020,80.7164243162856
01-May-2020,123.506763397941
01-Jun-2020,179.072148138355
01-Jul-2020,145.362367697855
01-Aug-2020,99.9053225460731
01-Sep-2020,-41.5268685600974
01-Oct-2020,-57.7543563993552
01-Nov-2020,-89.977496490177
01-Dec-2020,-152.810174512298
01-Jan-2021,-218.746659229867
01-Feb-2021,-98.3661291250598
01-Mar-2021,-70.6258354865515
01-Apr-2021,30.2449240175632
01-May-2021,150.103680245019
01-Jun-2021,191.055548897845
01-Jul-2021,146.319796128706
01-Aug-2021,65.994039995397
01-Sep-2021,-18.3044451355286
01-Oct-2021,-104.360494952899
01-Nov-2021,-103.537699657938
01-Dec-2021,-227.686003040419
01-Jan-2022,-211.653822555844
01-Feb-2022,-121.291922678589
01-Mar-2022,-87.022738520807
01-Apr-2022,62.1320478492104
01-May-2022,164.883316009883
01-Jun-2022,188.194232925596
01-Jul-2022,142.465317300186
01-Aug-2022,91.6936289896607
01-Sep-2022,-25.4878698658095
01-Oct-2022,-5.78561073168008
01-Nov-2022,-144.847195938171
01-Dec-2022,-111.417324804977
