"Box","N_P","y","ymin","ymax",".width",".point",".interval"
"Cyprus",45.8458537644884,0.0312275612149771,0.0269465298349739,0.0354561911250968,0.8,"median","qi"
"Cyprus",46.5581331983568,0.0312323535320042,0.0270325417679838,0.0354352475169947,0.8,"median","qi"
"Cyprus",47.2704126322252,0.0312596838398733,0.0271179347735093,0.0354016174812972,0.8,"median","qi"
"Cyprus",47.9826920660935,0.0312989752898144,0.02718275220667,0.0353856053646282,0.8,"median","qi"
"Cyprus",48.6949714999619,0.0313173093542744,0.0272849582923997,0.0353951203574342,0.8,"median","qi"
"Cyprus",49.4072509338303,0.0313340999544325,0.0273636140478219,0.0353460284301198,0.8,"median","qi"
"Cyprus",50.1195303676987,0.0313490805312494,0.0274257921238766,0.0353424644137621,0.8,"median","qi"
"Cyprus",50.8318098015671,0.0313698096444036,0.0275096121696605,0.0353047938790476,0.8,"median","qi"
"Cyprus",51.5440892354354,0.0313922528041256,0.0275701345397473,0.0352807792319023,0.8,"median","qi"
"Cyprus",52.2563686693038,0.0314186138737058,0.0276245738464264,0.03525010991611,0.8,"median","qi"
"Cyprus",52.9686481031722,0.0314565634728757,0.0276842593584685,0.0352286824263738,0.8,"median","qi"
"Cyprus",53.6809275370406,0.0314689912306821,0.0278096734196186,0.0352174225160999,0.8,"median","qi"
"Cyprus",54.3932069709089,0.0314908558141643,0.0278753227484931,0.0352121240071828,0.8,"median","qi"
"Cyprus",55.1054864047773,0.0315146201529765,0.0279608703593197,0.0351835957990242,0.8,"median","qi"
"Cyprus",55.8177658386457,0.0315506802560785,0.0280433952063444,0.0351570207005534,0.8,"median","qi"
"Cyprus",56.5300452725141,0.031573119441202,0.0280950026336571,0.0351216336870517,0.8,"median","qi"
"Cyprus",57.2423247063825,0.0316044364045281,0.0281663831436782,0.0350667719171244,0.8,"median","qi"
"Cyprus",57.9546041402508,0.031629792338328,0.0282272703630302,0.0350822206580105,0.8,"median","qi"
"Cyprus",58.6668835741192,0.0316752675841205,0.0282837166915139,0.0350700060282561,0.8,"median","qi"
"Cyprus",59.3791630079876,0.0317023609408865,0.0283341281691829,0.0350371929881473,0.8,"median","qi"
"Cyprus",60.091442441856,0.0317306535113203,0.0283894656536919,0.0350456149485765,0.8,"median","qi"
"Cyprus",60.8037218757243,0.0317397428018455,0.0284443907358498,0.0350443648900113,0.8,"median","qi"
"Cyprus",61.5160013095927,0.0317540016812382,0.0285203848651308,0.0350240482807035,0.8,"median","qi"
"Cyprus",62.2282807434611,0.0317927643478939,0.0285772297795522,0.0349912653938073,0.8,"median","qi"
"Cyprus",62.9405601773295,0.0318267470286019,0.0286325972180102,0.0349521193551355,0.8,"median","qi"
"Cyprus",63.6528396111979,0.0318491285818908,0.0286834714366107,0.0349590583409738,0.8,"median","qi"
"Cyprus",64.3651190450663,0.0318763309815325,0.02877279367542,0.0349521524725478,0.8,"median","qi"
"Cyprus",65.0773984789346,0.0319171691941841,0.0288384305784442,0.0349033457784933,0.8,"median","qi"
"Cyprus",65.789677912803,0.0319344358128322,0.0289015387273012,0.034886029313182,0.8,"median","qi"
"Cyprus",66.5019573466714,0.0319591849525095,0.0289780314287517,0.0348845665077988,0.8,"median","qi"
"Cyprus",67.2142367805397,0.031979756403079,0.0290315100953033,0.0348789520507201,0.8,"median","qi"
"Cyprus",67.9265162144081,0.0320127249964617,0.0290867904051658,0.0348613590814637,0.8,"median","qi"
"Cyprus",68.6387956482765,0.0320294685400849,0.029140163888736,0.0348364210227209,0.8,"median","qi"
"Cyprus",69.3510750821449,0.032043162919017,0.0291859359857686,0.0348226503332943,0.8,"median","qi"
"Cyprus",70.0633545160133,0.0320714597182688,0.0292495011996338,0.034806314430407,0.8,"median","qi"
"Cyprus",70.7756339498817,0.0320879070297402,0.0293060047783368,0.034788791761796,0.8,"median","qi"
"Cyprus",71.48791338375,0.0321124838729582,0.0293697358051559,0.0347756108740547,0.8,"median","qi"
"Cyprus",72.2001928176184,0.0321439136993921,0.029436142821168,0.0347601560432626,0.8,"median","qi"
"Cyprus",72.9124722514868,0.0321632109743327,0.0294693095712847,0.0347412045479472,0.8,"median","qi"
"Cyprus",73.6247516853552,0.0321924815014716,0.0295294641307403,0.0347322963028209,0.8,"median","qi"
"Cyprus",74.3370311192235,0.032227704465414,0.0295760204509346,0.0347292751759151,0.8,"median","qi"
"Cyprus",75.0493105530919,0.0322329261077529,0.0296318575890594,0.0347137627179768,0.8,"median","qi"
"Cyprus",75.7615899869603,0.0322536821656153,0.0296757137596227,0.0347107637422517,0.8,"median","qi"
"Cyprus",76.4738694208287,0.0322662166158249,0.02973299945065,0.0347201679605198,0.8,"median","qi"
"Cyprus",77.1861488546971,0.0322871884061601,0.0297938140238263,0.0347213623028314,0.8,"median","qi"
"Cyprus",77.8984282885654,0.0323221997686099,0.0298546425797661,0.0347082498945937,0.8,"median","qi"
"Cyprus",78.6107077224338,0.0323438694492026,0.0299027273352591,0.0346952721710606,0.8,"median","qi"
"Cyprus",79.3229871563022,0.0323620416681163,0.0299569833726986,0.0346984364893935,0.8,"median","qi"
"Cyprus",80.0352665901706,0.0323921541984408,0.0300148686016136,0.03470006753843,0.8,"median","qi"
"Cyprus",80.7475460240389,0.0323975734604333,0.0300967124756076,0.0346854818933641,0.8,"median","qi"
"Cyprus",81.4598254579073,0.0324161064700476,0.0301555976064923,0.0346777551764128,0.8,"median","qi"
"Cyprus",82.1721048917757,0.0324309446144875,0.0302105042066443,0.0346602401086916,0.8,"median","qi"
